,num_sims,round,experiment,horizon,activator_name,base_name,nucleophile_id,solvent_name,yield
0,0.0,0.0,0.0,0.0,TFFH,"2,6-Lutidine_batch3",n7,THF,0.006579043857509739
1,0.0,1.0,0.0,1.0,BOP-Cl,1-Methylimidazole_batch1,n5,DMF,0.21390453225199577
2,0.0,2.0,0.0,2.0,HOTU,"2,6-Lutidine_batch3",n10,DMF,0.0
3,0.0,3.0,0.0,3.0,TCFH,Diisopropylethylamine_batch5,n1,DMF,0.0
4,0.0,4.0,0.0,4.0,HOTU,1-Methylimidazole_batch1,n5,DMF,0.14114073941943014
5,0.0,5.0,0.0,5.0,TCFH,"2,6-Lutidine_batch1",n6,MeCN,0.004710344155143206
6,0.0,6.0,0.0,6.0,PyBOP,N-methylmorpholine_batch2,n6,THF,0.007089377192769797
7,0.0,7.0,0.0,7.0,DPPCl,"2,6-Lutidine_batch1",n10,DMF,0.007313625673825387
8,0.0,8.0,0.0,8.0,HATU,"2,6-Lutidine_batch4",n4,DMF,0.2725461369992084
9,0.0,9.0,0.0,9.0,PyBOP,N-methylmorpholine_batch2,n1,THF,0.09130736048422923
10,0.0,10.0,0.0,10.0,PFTU,"2,6-Lutidine_batch5",n1,DMF,0.0
11,0.0,11.0,0.0,11.0,BOP-Cl,Diisopropylethylamine_batch2,n4,THF,0.08354856445081904
12,0.0,12.0,0.0,12.0,DPPCl,1-Methylimidazole_batch1,n1,DMF,0.13138210979134832
13,0.0,13.0,0.0,13.0,PFTU,1-Methylimidazole_batch3,n4,MeCN,0.0872189265303558
14,0.0,14.0,0.0,14.0,HOTU,1-Methylimidazole_batch3,n10,DMF,0.07038180225573791
15,0.0,15.0,0.0,15.0,HATU,1-Methylimidazole_batch1,n3,DMF,0.32833248931487286
16,0.0,16.0,0.0,16.0,HATU,N-methylmorpholine_batch1,n3,THF,0.06192319190802671
17,0.0,17.0,0.0,17.0,PFTU,"2,6-Lutidine_batch3",n6,DMF,0.0014720870915043871
18,0.0,18.0,0.0,18.0,HATU,N-methylmorpholine_batch3,n9,MeCN,0.227978647300032
19,0.0,19.0,0.0,19.0,TFFH,1-Methylimidazole_batch2,n1,DMF,0.13235383269454015
20,0.0,20.0,0.0,20.0,PFTU,1-Methylimidazole_batch3,n1,DMF,0.027030367448419426
21,0.0,21.0,0.0,21.0,TFFH,N-methylmorpholine_batch1,n10,DMF,0.15878335664705076
22,0.0,22.0,0.0,22.0,TFFH,Diisopropylethylamine_batch5,n2,DMF,0.44012940677173523
23,0.0,23.0,0.0,23.0,TCFH,"2,6-Lutidine_batch2",n4,DMF,0.2054991966077203
24,0.0,24.0,0.0,24.0,TFFH,N-methylmorpholine_batch2,n3,THF,0.20900585579424422
25,0.0,25.0,0.0,25.0,BOP-Cl,"2,6-Lutidine_batch5",n1,MeCN,0.08654139578512768
26,0.0,26.0,0.0,26.0,HATU,"2,6-Lutidine_batch4",n9,THF,0.08105609263147107
27,0.0,27.0,0.0,27.0,TFFH,1-Methylimidazole_batch2,n7,DMF,0.21626856140959622
28,0.0,28.0,0.0,28.0,HOTU,1-Methylimidazole_batch2,n4,MeCN,0.08094084615724881
29,0.0,29.0,0.0,29.0,HATU,"2,6-Lutidine_batch3",n6,MeCN,0.05404662443856267
30,0.0,30.0,0.0,30.0,PyBOP,N-methylmorpholine_batch3,n8,THF,0.14291802177756344
31,0.0,31.0,0.0,31.0,TCFH,Diisopropylethylamine_batch3,n9,MeCN,0.13538024205623
32,0.0,32.0,0.0,32.0,HATU,1-Methylimidazole_batch1,n1,DMF,0.009155310379581684
33,0.0,33.0,0.0,33.0,TCFH,1-Methylimidazole_batch5,n8,THF,0.10951820916516397
34,0.0,34.0,0.0,34.0,TFFH,Diisopropylethylamine_batch3,n7,MeCN,0.26266353986402996
35,0.0,35.0,0.0,35.0,BOP-Cl,1-Methylimidazole_batch2,n4,MeCN,0.07183886226308403
36,0.0,36.0,0.0,36.0,PFTU,1-Methylimidazole_batch2,n4,DMF,0.04097224704357117
37,0.0,37.0,0.0,37.0,TFFH,1-Methylimidazole_batch4,n4,MeCN,0.0761429024127621
38,0.0,38.0,0.0,38.0,PyBOP,1-Methylimidazole_batch3,n10,MeCN,0.0
39,0.0,39.0,0.0,39.0,DPPCl,N-methylmorpholine_batch1,n8,THF,0.3167132014693527
40,0.0,40.0,0.0,40.0,DPPCl,Diisopropylethylamine_batch2,n5,THF,0.4172099748934157
41,0.0,41.0,0.0,41.0,DPPCl,"2,6-Lutidine_batch5",n9,MeCN,0.27030047603662344
42,0.0,42.0,0.0,42.0,TFFH,Diisopropylethylamine_batch4,n5,THF,0.07759583881044355
43,0.0,43.0,0.0,43.0,DPPCl,Diisopropylethylamine_batch5,n6,DMF,0.0
44,0.0,44.0,0.0,44.0,BOP-Cl,Diisopropylethylamine_batch5,n7,MeCN,0.612490018850804
45,0.0,45.0,0.0,45.0,DPPCl,1-Methylimidazole_batch1,n9,MeCN,0.41355142827365454
46,0.0,46.0,0.0,46.0,DPPCl,"2,6-Lutidine_batch4",n1,DMF,0.20319963920477613
47,0.0,47.0,0.0,47.0,HATU,1-Methylimidazole_batch4,n4,THF,0.21393848202148516
48,0.0,48.0,0.0,48.0,PyBOP,1-Methylimidazole_batch4,n4,THF,0.18661035066261536
49,0.0,49.0,0.0,49.0,DPPCl,Diisopropylethylamine_batch5,n4,DMF,0.037486033298776526
50,0.0,50.0,0.0,50.0,TFFH,Diisopropylethylamine_batch5,n5,MeCN,0.3329070388864595
51,0.0,51.0,0.0,51.0,BOP-Cl,1-Methylimidazole_batch3,n7,THF,0.781856494613525
52,0.0,52.0,0.0,52.0,DPPCl,"2,6-Lutidine_batch3",n1,THF,0.13265080556322817
53,0.0,53.0,0.0,53.0,BOP-Cl,"2,6-Lutidine_batch2",n9,THF,0.05420741997127556
54,0.0,54.0,0.0,54.0,BOP-Cl,1-Methylimidazole_batch1,n2,THF,0.35418094870125055
55,0.0,55.0,0.0,55.0,DPPCl,Diisopropylethylamine_batch1,n1,DMF,0.392238035892527
56,0.0,56.0,0.0,56.0,HOTU,1-Methylimidazole_batch4,n3,THF,0.24883759297800556
57,0.0,57.0,0.0,57.0,HATU,"2,6-Lutidine_batch1",n4,MeCN,0.26636151952533027
