,num_sims,round,experiment,horizon,chosen_arm,reward,cumulative_reward
0,0.0,0.0,0.0,0.0,0.0,0.32336563374485633,0.32336563374485633
1,0.0,1.0,0.0,1.0,1.0,0.31245496308808396,0.6358205968329402
2,0.0,2.0,0.0,2.0,2.0,0.0354879122047422,0.6713085090376825
3,0.0,3.0,0.0,3.0,3.0,0.16642973723848717,0.8377382462761697
4,0.0,4.0,0.0,4.0,4.0,0.657243046497907,1.4949812927740767
5,0.0,5.0,0.0,5.0,5.0,0.05186234791731759,1.5468436406913944
6,0.0,6.0,0.0,6.0,6.0,0.15536151765805883,1.7022051583494533
7,0.0,7.0,0.0,7.0,7.0,0.20220076117298585,1.9044059195224392
8,0.0,8.0,0.0,8.0,4.0,0.081111285210056,1.9855172047324952
9,0.0,9.0,0.0,9.0,0.0,0.6034937412329409,2.589010945965436
10,0.0,10.0,0.0,10.0,1.0,0.2962955575494932,2.8853065035149292
11,0.0,11.0,0.0,11.0,0.0,0.2955572793974493,3.1808637829123785
12,0.0,12.0,0.0,12.0,7.0,0.043597953459327064,3.2244617363717056
13,0.0,13.0,0.0,13.0,3.0,0.3588167665174695,3.583278502889175
14,0.0,14.0,0.0,14.0,6.0,0.04764768887272407,3.6309261917618993
15,0.0,15.0,0.0,15.0,4.0,0.6130423404065869,4.243968532168486
16,0.0,16.0,0.0,16.0,4.0,0.29163997026915395,4.53560850243764
17,0.0,17.0,0.0,17.0,1.0,0.553043965067998,5.0886524675056375
18,0.0,18.0,0.0,18.0,5.0,0.00318790951037164,5.091840377016009
19,0.0,19.0,0.0,19.0,0.0,0.4137997240086401,5.505640101024649
20,0.0,20.0,0.0,20.0,2.0,0.015513799817233118,5.521153900841882
21,0.0,21.0,0.0,21.0,1.0,0.15318738918882743,5.67434129003071
22,0.0,22.0,0.0,22.0,3.0,0.17926763769080115,5.853608927721511
23,0.0,23.0,0.0,23.0,4.0,0.6835618571903465,6.537170784911857
24,0.0,24.0,0.0,24.0,4.0,0.48167948285585793,7.018850267767715
25,0.0,25.0,0.0,25.0,0.0,0.0028017574640147908,7.02165202523173
26,0.0,26.0,0.0,26.0,4.0,0.11801936030549047,7.139671385537221
27,0.0,27.0,0.0,27.0,1.0,0.012273736645552058,7.151945122182773
28,0.0,28.0,0.0,28.0,7.0,0.2315125318806381,7.3834576540634105
29,0.0,29.0,0.0,29.0,3.0,0.058336017364136156,7.441793671427547
30,0.0,30.0,0.0,30.0,4.0,0.4092889434067583,7.851082614834305
31,0.0,31.0,0.0,31.0,6.0,0.4983107017110632,8.349393316545369
32,0.0,32.0,0.0,32.0,6.0,0.1429547740833812,8.49234809062875
33,0.0,33.0,0.0,33.0,4.0,0.025768970471981553,8.518117061100732
34,0.0,34.0,0.0,34.0,0.0,0.556997782935919,9.075114844036651
35,0.0,35.0,0.0,35.0,0.0,0.26853274389483384,9.343647587931486
36,0.0,36.0,0.0,36.0,0.0,0.4378933611616879,9.781540949093174
37,0.0,37.0,0.0,37.0,7.0,0.01652401905009918,9.798064968143272
38,0.0,38.0,0.0,38.0,5.0,0.032257650781493244,9.830322618924766
39,0.0,39.0,0.0,39.0,2.0,0.02879365088971879,9.859116269814486
40,0.0,40.0,0.0,40.0,0.0,0.003007174520701963,9.862123444335188
41,0.0,41.0,0.0,41.0,1.0,0.5251518614983355,10.387275305833523
42,0.0,42.0,0.0,42.0,1.0,0.3767581258160273,10.76403343164955
43,0.0,43.0,0.0,43.0,4.0,0.41850865618457334,11.182542087834122
44,0.0,44.0,0.0,44.0,6.0,0.05322564571258655,11.235767733546709
45,0.0,45.0,0.0,45.0,1.0,0.5837809056680765,11.819548639214785
46,0.0,46.0,0.0,46.0,1.0,0.06799664772166969,11.887545286936454
47,0.0,47.0,0.0,47.0,4.0,0.017820115439298984,11.905365402375754
48,0.0,48.0,0.0,48.0,3.0,0.22039624531177346,12.125761647687527
49,0.0,49.0,0.0,49.0,0.0,0.04003447481094947,12.165796122498477
50,0.0,50.0,0.0,50.0,1.0,0.3157791437390124,12.48157526623749
51,0.0,51.0,0.0,51.0,4.0,0.23397361920407406,12.715548885441564
52,0.0,52.0,0.0,52.0,3.0,0.09569806985980728,12.811246955301371
53,0.0,53.0,0.0,53.0,1.0,0.0891305521929672,12.900377507494339
54,0.0,54.0,0.0,54.0,6.0,0.5322650849604396,13.432642592454778
55,0.0,55.0,0.0,55.0,6.0,0.6098416455322363,14.042484237987015
56,0.0,56.0,0.0,56.0,6.0,0.15253385690650723,14.195018094893522
57,0.0,57.0,0.0,57.0,6.0,0.5753248182004156,14.770342913093938
58,0.0,58.0,0.0,58.0,6.0,0.34574821644663856,15.116091129540576
59,0.0,59.0,0.0,59.0,6.0,0.18917370539849826,15.305264834939075
60,0.0,60.0,0.0,60.0,7.0,0.05306753910725824,15.358332374046334
61,0.0,61.0,0.0,61.0,4.0,0.111249190921819,15.469581564968154
62,0.0,62.0,0.0,62.0,5.0,0.018632137205470124,15.488213702173624
63,0.0,63.0,0.0,63.0,0.0,0.047142509635399205,15.535356211809024
64,0.0,64.0,0.0,64.0,2.0,0.17762391416942372,15.712980125978447
65,0.0,65.0,0.0,65.0,6.0,0.07148121920090642,15.784461345179354
