,num_sims,round,experiment,horizon,chosen_arm,reward,cumulative_reward
0,0.0,0.0,0.0,0.0,0.0,0.04573345606917378,0.04573345606917378
1,0.0,1.0,0.0,1.0,20.0,0.16841032748944143,0.2141437835586152
2,0.0,2.0,0.0,2.0,22.0,0.9325673122049392,1.1467110957635545
3,0.0,3.0,0.0,3.0,22.0,0.0,1.1467110957635545
4,0.0,4.0,0.0,4.0,14.0,0.5982008095017343,1.7449119052652886
5,0.0,5.0,0.0,5.0,18.0,0.7106086228507419,2.4555205281160304
6,0.0,6.0,0.0,6.0,14.0,0.8566135821121105,3.3121341102281407
7,0.0,7.0,0.0,7.0,13.0,1.0,4.312134110228141
8,0.0,8.0,0.0,8.0,18.0,0.12996575847777192,4.442099868705912
9,0.0,9.0,0.0,9.0,9.0,0.2375557290764848,4.679655597782397
10,0.0,10.0,0.0,10.0,23.0,0.0,4.679655597782397
11,0.0,11.0,0.0,11.0,10.0,0.8989796155043135,5.578635213286711
12,0.0,12.0,0.0,12.0,13.0,0.004879433551258945,5.58351464683797
13,0.0,13.0,0.0,13.0,19.0,0.7256401293489456,6.309154776186915
14,0.0,14.0,0.0,14.0,4.0,0.3425195398780342,6.651674316064949
15,0.0,15.0,0.0,15.0,1.0,0.0,6.651674316064949
16,0.0,16.0,0.0,16.0,8.0,0.015228823141633043,6.666903139206582
17,0.0,17.0,0.0,17.0,6.0,0.28262243942127957,6.949525578627862
18,0.0,18.0,0.0,18.0,15.0,0.5193769981252514,7.468902576753113
19,0.0,19.0,0.0,19.0,10.0,1.0,8.468902576753113
20,0.0,20.0,0.0,20.0,15.0,0.08948641666451565,8.558388993417628
21,0.0,21.0,0.0,21.0,14.0,0.2754408695180473,8.833829862935675
22,0.0,22.0,0.0,22.0,17.0,0.33257955933348066,9.166409422269155
23,0.0,23.0,0.0,23.0,2.0,0.0,9.166409422269155
24,0.0,24.0,0.0,24.0,19.0,0.0,9.166409422269155
25,0.0,25.0,0.0,25.0,10.0,0.11839937239930906,9.284808794668464
26,0.0,26.0,0.0,26.0,7.0,0.19355558856081198,9.478364383229277
27,0.0,27.0,0.0,27.0,19.0,0.1647121794473177,9.643076562676594
28,0.0,28.0,0.0,28.0,20.0,0.3404237373988972,9.983500300075491
29,0.0,29.0,0.0,29.0,12.0,0.2549928459356447,10.238493146011136
30,0.0,30.0,0.0,30.0,14.0,0.5165922463052683,10.755085392316404
31,0.0,31.0,0.0,31.0,22.0,0.0,10.755085392316404
32,0.0,32.0,0.0,32.0,13.0,0.0,10.755085392316404
33,0.0,33.0,0.0,33.0,17.0,0.9280516062126428,11.683136998529047
34,0.0,34.0,0.0,34.0,6.0,0.6389469313581917,12.322083929887238
35,0.0,35.0,0.0,35.0,20.0,0.30914291055386217,12.631226840441101
36,0.0,36.0,0.0,36.0,5.0,0.08109555237648162,12.712322392817583
37,0.0,37.0,0.0,37.0,21.0,0.07512516841005525,12.787447561227639
38,0.0,38.0,0.0,38.0,12.0,0.15149878914923437,12.938946350376874
39,0.0,39.0,0.0,39.0,15.0,0.10839364029256206,13.047339990669435
40,0.0,40.0,0.0,40.0,23.0,0.7897191249761684,13.837059115645603
41,0.0,41.0,0.0,41.0,16.0,0.13092358558664705,13.96798270123225
42,0.0,42.0,0.0,42.0,3.0,0.0,13.96798270123225
43,0.0,43.0,0.0,43.0,20.0,1.0,14.96798270123225
44,0.0,44.0,0.0,44.0,17.0,0.0,14.96798270123225
45,0.0,45.0,0.0,45.0,23.0,0.0,14.96798270123225
46,0.0,46.0,0.0,46.0,17.0,0.09958020835225874,15.06756290958451
47,0.0,47.0,0.0,47.0,19.0,0.0,15.06756290958451
48,0.0,48.0,0.0,48.0,6.0,0.3668996413821846,15.434462550966694
49,0.0,49.0,0.0,49.0,5.0,0.10831369344571662,15.54277624441241
50,0.0,50.0,0.0,50.0,9.0,0.0,15.54277624441241
51,0.0,51.0,0.0,51.0,4.0,0.26163949850430557,15.804415742916715
52,0.0,52.0,0.0,52.0,11.0,0.34125768165371584,16.145673424570433
53,0.0,53.0,0.0,53.0,17.0,0.0,16.145673424570433
54,0.0,54.0,0.0,54.0,11.0,0.30015012307607786,16.445823547646512
55,0.0,55.0,0.0,55.0,23.0,0.0,16.445823547646512
56,0.0,56.0,0.0,56.0,8.0,0.14038719254362952,16.58621074019014
57,0.0,57.0,0.0,57.0,16.0,0.5758353221095449,17.162046062299684
58,0.0,58.0,0.0,58.0,7.0,0.0,17.162046062299684
59,0.0,59.0,0.0,59.0,18.0,0.20106702675347107,17.363113089053154
60,0.0,60.0,0.0,60.0,11.0,0.0,17.363113089053154
61,0.0,61.0,0.0,61.0,3.0,0.22902081669037883,17.592133905743534
62,0.0,62.0,0.0,62.0,1.0,0.11631251212713202,17.708446417870665
63,0.0,63.0,0.0,63.0,0.0,0.8262286017697156,18.534675019640382
64,0.0,64.0,0.0,64.0,3.0,0.40029355481133877,18.93496857445172
65,0.0,65.0,0.0,65.0,2.0,0.0933463633587836,19.028314937810503
66,0.0,66.0,0.0,66.0,21.0,0.304882954133225,19.33319789194373
67,0.0,67.0,0.0,67.0,0.0,0.07668673584394498,19.409884627787676
68,0.0,68.0,0.0,68.0,18.0,0.2450590895003073,19.654943717287985
69,0.0,69.0,0.0,69.0,14.0,1.0,20.654943717287985
70,0.0,70.0,0.0,70.0,0.0,0.26124461173295327,20.916188329020937
71,0.0,71.0,0.0,71.0,10.0,0.38153014300391014,21.297718472024847
72,0.0,72.0,0.0,72.0,21.0,0.19410403334780607,21.491822505372653
