,num_sims,round,experiment,horizon,electrophile_id,ligand_name,nucleophile_id,yield
0,0.0,0.0,0.0,0.0,e2,A-caPhos,nG,0.042199999999999994
1,0.0,1.0,0.0,1.0,e5,BrettPhos,nF,0.47340000000000004
2,0.0,2.0,0.0,2.0,e2,CX-FBu,nA,0.0
3,0.0,3.0,0.0,3.0,e2,CX-PICy,nB,0.011699999999999999
4,0.0,4.0,0.0,4.0,e9,Cy-DavePhos,nF,0.8642
5,0.0,5.0,0.0,5.0,e1,Cy-vBRIDP,nC,0.0173
6,0.0,6.0,0.0,6.0,e4,Kwong,nE,0.0
7,0.0,7.0,0.0,7.0,e1,MeO-KITPHOS,nA,0.1493
8,0.0,8.0,0.0,8.0,e1,P(o-Anis)3,nC,0.26489999999999997
9,0.0,9.0,0.0,9.0,e10,Et-PhenCar-Phos,nE,0.1066
10,0.0,10.0,0.0,10.0,e9,JackiePhos,nE,0.1514
11,0.0,11.0,0.0,11.0,e5,"P(3,5-CF3-Ph)3",nA,0.6199
12,0.0,12.0,0.0,12.0,e4,P(fur)3,nE,0.0
13,0.0,13.0,0.0,13.0,e9,Ph-PhenCar-Phos,nD,0.7176
14,0.0,14.0,0.0,14.0,e1,PPh2Me,nA,0.0542
15,0.0,15.0,0.0,15.0,e5,PPhtBu2,nG,0.3299
16,0.0,16.0,0.0,16.0,e3,tBPh-CPhos,nA,0.5911
17,0.0,17.0,0.0,17.0,e10,PPhMe2,nB,0.3679
18,0.0,18.0,0.0,18.0,e1,Cy-BippyPhos,nA,0.6164999999999999
19,0.0,19.0,0.0,19.0,e3,PCy3 HBF4,nF,0.7561
20,0.0,20.0,0.0,20.0,e3,CgMe-PPh,nB,0.2332
21,0.0,21.0,0.0,21.0,e9,PPh3,nB,0.0708
22,0.0,22.0,0.0,22.0,e5,X-Phos,nC,0.7017
23,0.0,23.0,0.0,23.0,e2,PnBu3 HBF4,nF,0.0906
24,0.0,24.0,0.0,24.0,e9,Cy-DavePhos,nC,0.3711
25,0.0,25.0,0.0,25.0,e4,PCy3 HBF4,nG,0.0068000000000000005
26,0.0,26.0,0.0,26.0,e3,Ph-PhenCar-Phos,nI,0.2086
27,0.0,27.0,0.0,27.0,e3,X-Phos,nB,0.2082
28,0.0,28.0,0.0,28.0,e4,"P(3,5-CF3-Ph)3",nC,0.2528
29,0.0,29.0,0.0,29.0,e3,Cy-BippyPhos,nF,0.8452
30,0.0,30.0,0.0,30.0,e9,tBPh-CPhos,nA,0.499
31,0.0,31.0,0.0,31.0,e10,BrettPhos,nB,0.2039
32,0.0,32.0,0.0,32.0,e2,PPhMe2,nF,0.6759999999999999
33,0.0,33.0,0.0,33.0,e3,PPhtBu2,nD,0.6736
34,0.0,34.0,0.0,34.0,e5,Cy-BippyPhos,nG,0.46950000000000003
35,0.0,35.0,0.0,35.0,e1,P(o-Anis)3,nF,0.0483
36,0.0,36.0,0.0,36.0,e9,CgMe-PPh,nF,0.9903
37,0.0,37.0,0.0,37.0,e3,Cy-DavePhos,nF,0.7761
38,0.0,38.0,0.0,38.0,e9,CgMe-PPh,nD,0.6583
39,0.0,39.0,0.0,39.0,e1,JackiePhos,nI,0.2608
40,0.0,40.0,0.0,40.0,e7,MeO-KITPHOS,nC,0.2531
41,0.0,41.0,0.0,41.0,e7,Et-PhenCar-Phos,nE,0.026699999999999998
42,0.0,42.0,0.0,42.0,e2,tBPh-CPhos,nD,0.9283
43,0.0,43.0,0.0,43.0,e10,PnBu3 HBF4,nD,0.9791
44,0.0,44.0,0.0,44.0,e2,PnBu3 HBF4,nB,0.026600000000000002
45,0.0,45.0,0.0,45.0,e10,PPhMe2,nC,0.7012999999999999
46,0.0,46.0,0.0,46.0,e10,PPh3,nF,0.9198999999999999
47,0.0,47.0,0.0,47.0,e7,PPhtBu2,nG,0.0167
48,0.0,48.0,0.0,48.0,e4,PPh3,nB,0.0029
49,0.0,49.0,0.0,49.0,e4,PPh2Me,nC,0.008100000000000001
50,0.0,50.0,0.0,50.0,e7,A-caPhos,nC,0.6629
51,0.0,51.0,0.0,51.0,e9,tBPh-CPhos,nG,0.5619
52,0.0,52.0,0.0,52.0,e2,Cy-DavePhos,nC,0.5837
53,0.0,53.0,0.0,53.0,e10,Ph-PhenCar-Phos,nI,0.1892
54,0.0,54.0,0.0,54.0,e1,Cy-vBRIDP,nB,0.0771
55,0.0,55.0,0.0,55.0,e2,X-Phos,nA,0.7236
56,0.0,56.0,0.0,56.0,e1,CX-PICy,nI,0.1649
57,0.0,57.0,0.0,57.0,e1,Cy-BippyPhos,nB,0.1637
58,0.0,58.0,0.0,58.0,e5,CX-FBu,nB,0.0487
59,0.0,59.0,0.0,59.0,e4,Kwong,nF,0.0702
60,0.0,60.0,0.0,60.0,e3,P(fur)3,nG,0.1679
61,0.0,61.0,0.0,61.0,e5,"P(3,5-CF3-Ph)3",nD,0.708
62,0.0,62.0,0.0,62.0,e9,CgMe-PPh,nB,0.1549
63,0.0,63.0,0.0,63.0,e9,PPhMe2,nI,0.052300000000000006
64,0.0,64.0,0.0,64.0,e5,PCy3 HBF4,nD,0.4728
65,0.0,65.0,0.0,65.0,e4,A-caPhos,nA,0.0256
66,0.0,66.0,0.0,66.0,e9,X-Phos,nD,0.7726000000000001
67,0.0,67.0,0.0,67.0,e1,BrettPhos,nE,0.0034000000000000002
68,0.0,68.0,0.0,68.0,e1,Cy-DavePhos,nI,0.0638
69,0.0,69.0,0.0,69.0,e3,tBPh-CPhos,nC,0.4533
70,0.0,70.0,0.0,70.0,e4,"P(3,5-CF3-Ph)3",nE,0.0
71,0.0,71.0,0.0,71.0,e2,X-Phos,nE,0.09480000000000001
72,0.0,72.0,0.0,72.0,e4,PCy3 HBF4,nD,0.019299999999999998
73,0.0,73.0,0.0,73.0,e9,tBPh-CPhos,nI,0.8711
74,0.0,74.0,0.0,74.0,e1,Cy-BippyPhos,nF,0.0694
75,0.0,75.0,0.0,75.0,e10,JackiePhos,nC,0.6976
76,0.0,76.0,0.0,76.0,e7,tBPh-CPhos,nC,0.66
77,0.0,77.0,0.0,77.0,e4,MeO-KITPHOS,nD,0.030699999999999998
78,0.0,78.0,0.0,78.0,e2,CgMe-PPh,nF,0.39990000000000003
79,0.0,79.0,0.0,79.0,e5,Ph-PhenCar-Phos,nI,0.3394
80,0.0,80.0,0.0,80.0,e1,JackiePhos,nA,0.9028
81,0.0,81.0,0.0,81.0,e1,JackiePhos,nB,0.1482
82,0.0,82.0,0.0,82.0,e9,PnBu3 HBF4,nF,0.0279
83,0.0,83.0,0.0,83.0,e1,tBPh-CPhos,nB,0.15539999999999998
84,0.0,84.0,0.0,84.0,e1,P(o-Anis)3,nB,0.061500000000000006
85,0.0,85.0,0.0,85.0,e3,PPhtBu2,nC,0.4844
86,0.0,86.0,0.0,86.0,e7,Cy-DavePhos,nB,0.22829999999999998
87,0.0,87.0,0.0,87.0,e2,PPhMe2,nB,0.33340000000000003
88,0.0,88.0,0.0,88.0,e7,PPh3,nA,0.3892
89,0.0,89.0,0.0,89.0,e4,X-Phos,nE,0.0
90,0.0,90.0,0.0,90.0,e9,CgMe-PPh,nG,0.5371
91,0.0,91.0,0.0,91.0,e9,CX-PICy,nG,0.2903
92,0.0,92.0,0.0,92.0,e3,"P(3,5-CF3-Ph)3",nA,0.0683
93,0.0,93.0,0.0,93.0,e9,P(fur)3,nI,0.31829999999999997
94,0.0,94.0,0.0,94.0,e3,Et-PhenCar-Phos,nG,0.6967
95,0.0,95.0,0.0,95.0,e9,Et-PhenCar-Phos,nA,0.4843
96,1.0,0.0,0.0,0.0,e10,A-caPhos,nI,0.4172
97,1.0,1.0,0.0,1.0,e4,BrettPhos,nC,0.1912
98,1.0,2.0,0.0,2.0,e7,CX-FBu,nA,0.0395
99,1.0,3.0,0.0,3.0,e3,CX-PICy,nF,0.5837
100,1.0,4.0,0.0,4.0,e7,Cy-DavePhos,nG,0.2397
101,1.0,5.0,0.0,5.0,e3,Cy-vBRIDP,nE,0.1885
102,1.0,6.0,0.0,6.0,e1,Kwong,nC,0.0
103,1.0,7.0,0.0,7.0,e5,MeO-KITPHOS,nE,0.2045
104,1.0,8.0,0.0,8.0,e7,P(o-Anis)3,nC,0.2922
105,1.0,9.0,0.0,9.0,e4,Et-PhenCar-Phos,nD,0.024700000000000003
106,1.0,10.0,0.0,10.0,e1,JackiePhos,nB,0.1482
107,1.0,11.0,0.0,11.0,e4,"P(3,5-CF3-Ph)3",nE,0.0
108,1.0,12.0,0.0,12.0,e9,P(fur)3,nI,0.31829999999999997
109,1.0,13.0,0.0,13.0,e9,Ph-PhenCar-Phos,nE,0.10529999999999999
110,1.0,14.0,0.0,14.0,e9,PPh2Me,nA,0.1804
111,1.0,15.0,0.0,15.0,e2,PPhtBu2,nI,0.6157
112,1.0,16.0,0.0,16.0,e1,tBPh-CPhos,nB,0.15539999999999998
