,num_sims,round,experiment,horizon,chosen_arm,reward,cumulative_reward
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0.0,1.0,1.0,0.22346138720261824,0.22346138720261824
2,0.0,2.0,0.0,2.0,2.0,0.4120778195142538,0.635539206716872
3,0.0,3.0,0.0,3.0,3.0,0.0,0.635539206716872
4,0.0,4.0,0.0,4.0,4.0,0.0,0.635539206716872
5,0.0,5.0,0.0,5.0,5.0,0.056443085324379784,0.6919822920412518
6,0.0,6.0,0.0,6.0,6.0,0.351198302995685,1.0431805950369368
7,0.0,7.0,0.0,7.0,7.0,0.4259437601209804,1.4691243551579172
8,0.0,8.0,0.0,8.0,7.0,0.5091692201750498,1.978293575332967
9,0.0,9.0,0.0,9.0,2.0,0.26727365674660486,2.245567232079572
10,0.0,10.0,0.0,10.0,6.0,0.08544920153663012,2.331016433616202
11,0.0,11.0,0.0,11.0,7.0,0.6946860763679339,3.0257025099841357
12,0.0,12.0,0.0,12.0,7.0,0.3029126053848762,3.328615115369012
13,0.0,13.0,0.0,13.0,1.0,0.15225671869257557,3.4808718340615874
14,0.0,14.0,0.0,14.0,7.0,0.18383185769136598,3.6647036917529534
15,0.0,15.0,0.0,15.0,2.0,0.44976625428900363,4.114469946041957
16,0.0,16.0,0.0,16.0,2.0,0.0,4.114469946041957
17,0.0,17.0,0.0,17.0,7.0,0.08082649885896648,4.195296444900924
18,0.0,18.0,0.0,18.0,5.0,0.0,4.195296444900924
19,0.0,19.0,0.0,19.0,6.0,0.05187143270467871,4.2471678776056025
20,0.0,20.0,0.0,20.0,1.0,0.26917241091670174,4.516340288522304
21,0.0,21.0,0.0,21.0,7.0,0.06166327491542525,4.578003563437729
22,0.0,22.0,0.0,22.0,0.0,0.0,4.578003563437729
23,0.0,23.0,0.0,23.0,3.0,0.19321782807184884,4.771221391509578
24,0.0,24.0,0.0,24.0,4.0,0.0,4.771221391509578
25,0.0,25.0,0.0,25.0,2.0,0.40364005699886474,5.174861448508443
26,0.0,26.0,0.0,26.0,2.0,0.0,5.174861448508443
27,0.0,27.0,0.0,27.0,1.0,0.2923975416172881,5.467258990125731
28,0.0,28.0,0.0,28.0,7.0,0.14046681190174445,5.607725802027475
29,0.0,29.0,0.0,29.0,1.0,0.15606839806007136,5.763794200087546
30,0.0,30.0,0.0,30.0,3.0,0.3437000409382609,6.107494241025807
31,0.0,31.0,0.0,31.0,3.0,0.0,6.107494241025807
32,0.0,32.0,0.0,32.0,6.0,0.2888924503251035,6.39638669135091
33,0.0,33.0,0.0,33.0,7.0,0.2442715151719623,6.640658206522873
34,0.0,34.0,0.0,34.0,2.0,0.07183681467559985,6.712495021198473
35,0.0,35.0,0.0,35.0,6.0,0.8206264844566112,7.533121505655084
36,0.0,36.0,0.0,36.0,6.0,0.4419319569723373,7.975053462627422
37,0.0,37.0,0.0,37.0,6.0,0.0,7.975053462627422
38,0.0,38.0,0.0,38.0,6.0,0.060843244270408124,8.03589670689783
39,0.0,39.0,0.0,39.0,7.0,0.0,8.03589670689783
40,0.0,40.0,0.0,40.0,1.0,0.39919928454817294,8.435095991446003
41,0.0,41.0,0.0,41.0,1.0,0.14996651879064163,8.585062510236645
42,0.0,42.0,0.0,42.0,6.0,0.23958507229734452,8.82464758253399
43,0.0,43.0,0.0,43.0,5.0,0.15143727500736548,8.976084857541355
44,0.0,44.0,0.0,44.0,6.0,0.4025312660474192,9.378616123588774
45,0.0,45.0,0.0,45.0,6.0,0.10821198863204971,9.486828112220824
46,0.0,46.0,0.0,46.0,1.0,0.3461068524360502,9.832934964656873
47,0.0,47.0,0.0,47.0,1.0,0.185681072301442,10.018616036958315
48,0.0,48.0,0.0,48.0,7.0,0.0,10.018616036958315
49,0.0,49.0,0.0,49.0,2.0,0.2732812363944383,10.291897273352754
50,0.0,50.0,0.0,50.0,2.0,0.0,10.291897273352754
51,0.0,51.0,0.0,51.0,6.0,0.3152014117071101,10.607098685059864
52,0.0,52.0,0.0,52.0,1.0,0.03476387852119797,10.641862563581062
53,0.0,53.0,0.0,53.0,6.0,0.0,10.641862563581062
54,0.0,54.0,0.0,54.0,3.0,0.0,10.641862563581062
55,0.0,55.0,0.0,55.0,0.0,0.13959975313410164,10.781462316715164
56,0.0,56.0,0.0,56.0,4.0,0.41110112443122054,11.192563441146385
57,0.0,57.0,0.0,57.0,4.0,0.2352620848249543,11.42782552597134
58,0.0,58.0,0.0,58.0,4.0,0.5189731442966758,11.946798670268016
59,0.0,59.0,0.0,59.0,4.0,0.08739218446663143,12.034190854734648
60,0.0,60.0,0.0,60.0,4.0,0.619788147899107,12.653979002633754
61,0.0,61.0,0.0,61.0,4.0,0.10013514850155053,12.754114151135305
62,0.0,62.0,0.0,62.0,4.0,0.181316232947323,12.935430384082627
63,0.0,63.0,0.0,63.0,4.0,0.11041446593207717,13.045844850014705
64,0.0,64.0,0.0,64.0,7.0,0.0,13.045844850014705
65,0.0,65.0,0.0,65.0,5.0,0.0,13.045844850014705
66,0.0,66.0,0.0,66.0,4.0,0.7468916268125877,13.792736476827292
67,0.0,67.0,0.0,67.0,4.0,0.31800611952542285,14.110742596352715
68,0.0,68.0,0.0,68.0,4.0,0.6548917240652656,14.76563432041798
69,0.0,69.0,0.0,69.0,4.0,0.3628567677526115,15.128491088170591
70,0.0,70.0,0.0,70.0,4.0,0.03244158328874442,15.160932671459335
71,0.0,71.0,0.0,71.0,4.0,0.786538645224503,15.947471316683838
72,0.0,72.0,0.0,72.0,4.0,0.14496949301802708,16.092440809701866
73,0.0,73.0,0.0,73.0,4.0,0.0,16.092440809701866
74,0.0,74.0,0.0,74.0,4.0,0.0702652958566233,16.162706105558488
75,0.0,75.0,0.0,75.0,4.0,0.18805542412596601,16.350761529684455
76,0.0,76.0,0.0,76.0,4.0,0.2742259822986554,16.62498751198311
77,0.0,77.0,0.0,77.0,4.0,0.20497945959324024,16.82996697157635
78,0.0,78.0,0.0,78.0,4.0,0.36899642420942863,17.19896339578578
79,0.0,79.0,0.0,79.0,4.0,0.15261367299991715,17.351577068785694
80,0.0,80.0,0.0,80.0,6.0,0.31122773400729964,17.662804802792994
81,0.0,81.0,0.0,81.0,6.0,0.5198631933975867,18.18266799619058
82,0.0,82.0,0.0,82.0,6.0,0.528994261355651,18.711662257546234
83,0.0,83.0,0.0,83.0,6.0,0.29928972735028064,19.010951984896515
84,0.0,84.0,0.0,84.0,6.0,0.45863258329410067,19.469584568190616
85,0.0,85.0,0.0,85.0,6.0,0.10776919275082603,19.577353760941442
86,0.0,86.0,0.0,86.0,6.0,0.0,19.577353760941442
87,0.0,87.0,0.0,87.0,6.0,0.14053761898862807,19.71789137993007
88,0.0,88.0,0.0,88.0,4.0,0.03512950138498507,19.753020881315056
89,0.0,89.0,0.0,89.0,1.0,0.7864352531193769,20.53945613443443
90,0.0,90.0,0.0,90.0,1.0,0.0766334705336081,20.61608960496804
91,0.0,91.0,0.0,91.0,1.0,0.11338444405026506,20.729474049018304
92,0.0,92.0,0.0,92.0,1.0,0.17515766824041448,20.904631717258717
93,0.0,93.0,0.0,93.0,6.0,0.012116503352960235,20.916748220611677
94,0.0,94.0,0.0,94.0,2.0,0.2992414906149762,21.21598971122665
95,0.0,95.0,0.0,95.0,2.0,0.0,21.21598971122665
96,1.0,0.0,0.0,0.0,0.0,0.16065957806136022,0.16065957806136022
97,1.0,1.0,0.0,1.0,1.0,0.09259758356345157,0.2532571616248118
98,1.0,2.0,0.0,2.0,2.0,0.0,0.2532571616248118
99,1.0,3.0,0.0,3.0,3.0,0.0,0.2532571616248118
100,1.0,4.0,0.0,4.0,4.0,0.11041446593207717,0.363671627556889
101,1.0,5.0,0.0,5.0,5.0,0.3671116304857597,0.7307832580426487
102,1.0,6.0,0.0,6.0,6.0,0.1370475401392327,0.8678307981818814
103,1.0,7.0,0.0,7.0,7.0,0.28559811848043837,1.1534289166623197
104,1.0,8.0,0.0,8.0,5.0,0.13288998660895118,1.286318903271271
105,1.0,9.0,0.0,9.0,7.0,0.061569980833461685,1.3478888841047327
106,1.0,10.0,0.0,10.0,0.0,0.12685150903703096,1.4747403931417638
107,1.0,11.0,0.0,11.0,6.0,0.754797882045112,2.2295382751868758
108,1.0,12.0,0.0,12.0,6.0,0.2380098281042837,2.4675481032911595
109,1.0,13.0,0.0,13.0,6.0,0.08544920153663012,2.5529973048277896
110,1.0,14.0,0.0,14.0,4.0,0.03244158328874442,2.585438888116534
111,1.0,15.0,0.0,15.0,1.0,0.04845925959332829,2.6338981477098624
112,1.0,16.0,0.0,16.0,5.0,0.13948261044307597,2.773380758152938
113,1.0,17.0,0.0,17.0,7.0,0.0,2.773380758152938
114,1.0,18.0,0.0,18.0,6.0,0.19720425874379977,2.970585016896738
115,1.0,19.0,0.0,19.0,2.0,0.0,2.970585016896738
116,1.0,20.0,0.0,20.0,3.0,0.14109950605318325,3.1116845229499215
117,1.0,21.0,0.0,21.0,0.0,0.0,3.1116845229499215
118,1.0,22.0,0.0,22.0,5.0,0.1208852646021139,3.2325697875520354
119,1.0,23.0,0.0,23.0,6.0,0.3116598759686686,3.544229663520704
120,1.0,24.0,0.0,24.0,6.0,0.0,3.544229663520704
121,1.0,25.0,0.0,25.0,4.0,0.05283876478085068,3.5970684283015544
122,1.0,26.0,0.0,26.0,3.0,0.1595965695819533,3.7566649978835076
123,1.0,27.0,0.0,27.0,1.0,0.10131102734794921,3.8579760252314568
124,1.0,28.0,0.0,28.0,5.0,0.07695982053318112,3.9349358457646377
125,1.0,29.0,0.0,29.0,6.0,0.0,3.9349358457646377
126,1.0,30.0,0.0,30.0,7.0,0.0,3.9349358457646377
127,1.0,31.0,0.0,31.0,3.0,0.0,3.9349358457646377
128,1.0,32.0,0.0,32.0,0.0,0.4680805035123675,4.403016349277006
129,1.0,33.0,0.0,33.0,0.0,0.029504875610971003,4.432521224887976
130,1.0,34.0,0.0,34.0,5.0,0.015747168809085662,4.448268393697062
131,1.0,35.0,0.0,35.0,2.0,0.4915012396472239,4.939769633344286
132,1.0,36.0,0.0,36.0,2.0,0.19935097092522613,5.139120604269513
133,1.0,37.0,0.0,37.0,2.0,0.40138850547070165,5.540509109740214
134,1.0,38.0,0.0,38.0,2.0,0.4472118799386729,5.987720989678888
135,1.0,39.0,0.0,39.0,2.0,0.038723990899334274,6.026444980578222
136,1.0,40.0,0.0,40.0,2.0,0.0,6.026444980578222
137,1.0,41.0,0.0,41.0,1.0,0.24526319585689446,6.271708176435117
138,1.0,42.0,0.0,42.0,6.0,0.3045366457502025,6.576244822185319
139,1.0,43.0,0.0,43.0,6.0,0.5198631933975867,7.096108015582906
140,1.0,44.0,0.0,44.0,6.0,0.1938598477639666,7.289967863346872
141,1.0,45.0,0.0,45.0,6.0,0.6681191236917254,7.958086987038597
142,1.0,46.0,0.0,46.0,6.0,0.3152014117071101,8.273288398745708
143,1.0,47.0,0.0,47.0,6.0,0.04941931180611817,8.322707710551827
144,1.0,48.0,0.0,48.0,6.0,0.46761061637242407,8.79031832692425
145,1.0,49.0,0.0,49.0,6.0,0.20751175649518033,8.99783008341943
146,1.0,50.0,0.0,50.0,6.0,0.7377651793174987,9.735595262736929
147,1.0,51.0,0.0,51.0,6.0,0.05187143270467871,9.787466695441609
148,1.0,52.0,0.0,52.0,6.0,0.38478252254705636,10.172249217988664
149,1.0,53.0,0.0,53.0,6.0,0.10821198863204971,10.280461206620714
150,1.0,54.0,0.0,54.0,6.0,0.7615432087357681,11.042004415356482
151,1.0,55.0,0.0,55.0,6.0,0.25249491253368417,11.294499327890167
152,1.0,56.0,0.0,56.0,6.0,0.5199951664423675,11.814494494332534
153,1.0,57.0,0.0,57.0,6.0,0.8206264844566112,12.635120978789145
154,1.0,58.0,0.0,58.0,6.0,0.38423498309596005,13.019355961885104
155,1.0,59.0,0.0,59.0,6.0,0.4025312660474192,13.421887227932523
156,1.0,60.0,0.0,60.0,6.0,0.2888924503251035,13.710779678257627
157,1.0,61.0,0.0,61.0,6.0,0.1440283701753274,13.854808048432954
158,1.0,62.0,0.0,62.0,6.0,0.20104993189686238,14.055857980329817
159,1.0,63.0,0.0,63.0,6.0,0.1350995944228713,14.190957574752689
160,1.0,64.0,0.0,64.0,6.0,0.07179891276627816,14.262756487518967
161,1.0,65.0,0.0,65.0,6.0,0.2091349837990253,14.471891471317992
162,1.0,66.0,0.0,66.0,6.0,0.10776919275082603,14.579660664068818
163,1.0,67.0,0.0,67.0,6.0,0.2676282183690528,14.847288882437871
164,1.0,68.0,0.0,68.0,6.0,0.0,14.847288882437871
