,num_sims,round,experiment,horizon,electrophile_id,ligand_name,nucleophile_id,yield
0,0.0,0.0,0.0,0.0,e10,A-caPhos,nG,0.061200000000000004
1,0.0,1.0,0.0,1.0,e1,BrettPhos,nG,0.0005
2,0.0,2.0,0.0,2.0,e7,CX-FBu,nA,0.0395
3,0.0,3.0,0.0,3.0,e9,CX-PICy,nC,0.299
4,0.0,4.0,0.0,4.0,e2,Cy-DavePhos,nG,0.24050000000000002
5,0.0,5.0,0.0,5.0,e2,Cy-vBRIDP,nE,0.155
6,0.0,6.0,0.0,6.0,e1,Kwong,nB,0.0115
7,0.0,7.0,0.0,7.0,e7,MeO-KITPHOS,nD,0.24239999999999998
8,0.0,8.0,0.0,8.0,e1,P(o-Anis)3,nA,0.34009999999999996
9,0.0,9.0,0.0,9.0,e4,Et-PhenCar-Phos,nB,0.0055000000000000005
10,0.0,10.0,0.0,10.0,e7,JackiePhos,nE,0.0248
11,0.0,11.0,0.0,11.0,e3,"P(3,5-CF3-Ph)3",nE,0.049
12,0.0,12.0,0.0,12.0,e1,P(fur)3,nD,0.08109999999999999
13,0.0,13.0,0.0,13.0,e10,Ph-PhenCar-Phos,nE,0.005600000000000001
14,0.0,14.0,0.0,14.0,e1,PPh2Me,nG,0.0086
15,0.0,15.0,0.0,15.0,e1,PPhtBu2,nD,0.0378
16,0.0,16.0,0.0,16.0,e5,tBPh-CPhos,nB,0.30519999999999997
17,0.0,17.0,0.0,17.0,e10,PPhMe2,nE,0.111
18,0.0,18.0,0.0,18.0,e3,Cy-BippyPhos,nG,0.6764
19,0.0,19.0,0.0,19.0,e2,PCy3 HBF4,nF,0.0667
20,0.0,20.0,0.0,20.0,e7,CgMe-PPh,nG,0.2439
21,0.0,21.0,0.0,21.0,e1,PPh3,nA,0.30469999999999997
22,0.0,22.0,0.0,22.0,e7,X-Phos,nB,0.2465
23,0.0,23.0,0.0,23.0,e9,PnBu3 HBF4,nE,0.1027
24,0.0,24.0,0.0,24.0,e4,Cy-BippyPhos,nG,0.025099999999999997
25,0.0,25.0,0.0,25.0,e3,P(o-Anis)3,nD,0.086
26,0.0,26.0,0.0,26.0,e9,tBPh-CPhos,nC,0.37560000000000004
27,0.0,27.0,0.0,27.0,e3,PPh3,nA,0.08380000000000001
28,0.0,28.0,0.0,28.0,e10,CX-PICy,nI,0.8267
29,0.0,29.0,0.0,29.0,e3,CX-PICy,nF,0.5837
30,0.0,30.0,0.0,30.0,e3,CX-PICy,nA,0.33520000000000005
31,0.0,31.0,0.0,31.0,e2,CX-PICy,nI,0.5131
32,0.0,32.0,0.0,32.0,e1,X-Phos,nE,0.0406
33,0.0,33.0,0.0,33.0,e2,CgMe-PPh,nG,0.4082
34,0.0,34.0,0.0,34.0,e3,MeO-KITPHOS,nD,0.4526
35,0.0,35.0,0.0,35.0,e7,Cy-DavePhos,nA,0.41009999999999996
36,0.0,36.0,0.0,36.0,e9,CX-PICy,nE,0.12279999999999999
37,0.0,37.0,0.0,37.0,e10,Cy-BippyPhos,nE,0.10869999999999999
38,0.0,38.0,0.0,38.0,e5,MeO-KITPHOS,nI,0.8261
39,0.0,39.0,0.0,39.0,e4,MeO-KITPHOS,nF,0.12269999999999999
40,0.0,40.0,0.0,40.0,e9,tBPh-CPhos,nF,0.986
41,0.0,41.0,0.0,41.0,e2,tBPh-CPhos,nG,0.19399999999999998
42,0.0,42.0,0.0,42.0,e5,tBPh-CPhos,nF,0.0095
43,0.0,43.0,0.0,43.0,e3,CgMe-PPh,nD,0.6920999999999999
44,0.0,44.0,0.0,44.0,e10,CgMe-PPh,nB,0.2642
45,0.0,45.0,0.0,45.0,e1,Cy-DavePhos,nA,0.3147
46,0.0,46.0,0.0,46.0,e4,MeO-KITPHOS,nD,0.030699999999999998
47,0.0,47.0,0.0,47.0,e9,Cy-vBRIDP,nG,0.4852
48,0.0,48.0,0.0,48.0,e1,Cy-vBRIDP,nC,0.0173
49,0.0,49.0,0.0,49.0,e10,CgMe-PPh,nA,0.1684
50,0.0,50.0,0.0,50.0,e3,CX-PICy,nC,0.4093
51,0.0,51.0,0.0,51.0,e4,CX-PICy,nB,0.0053
52,0.0,52.0,0.0,52.0,e2,PPhMe2,nG,0.1848
53,0.0,53.0,0.0,53.0,e1,Cy-DavePhos,nB,0.0706
54,0.0,54.0,0.0,54.0,e5,PnBu3 HBF4,nD,0.7733
55,0.0,55.0,0.0,55.0,e5,PnBu3 HBF4,nB,0.0098
56,0.0,56.0,0.0,56.0,e2,tBPh-CPhos,nE,0.1784
57,0.0,57.0,0.0,57.0,e2,PnBu3 HBF4,nB,0.026600000000000002
58,0.0,58.0,0.0,58.0,e10,P(fur)3,nB,0.276
59,0.0,59.0,0.0,59.0,e9,CgMe-PPh,nE,0.1574
60,0.0,60.0,0.0,60.0,e10,PCy3 HBF4,nC,0.7686
61,0.0,61.0,0.0,61.0,e9,PCy3 HBF4,nD,0.7234999999999999
62,0.0,62.0,0.0,62.0,e7,PCy3 HBF4,nG,0.0218
63,0.0,63.0,0.0,63.0,e1,PCy3 HBF4,nC,0.1383
64,0.0,64.0,0.0,64.0,e7,PCy3 HBF4,nB,0.0187
65,0.0,65.0,0.0,65.0,e1,P(o-Anis)3,nE,0.0466
66,0.0,66.0,0.0,66.0,e4,CX-PICy,nA,0.0222
67,0.0,67.0,0.0,67.0,e10,A-caPhos,nD,0.9655
