,num_sims,round,experiment,horizon,activator_name,base_name,nucleophile_id,solvent_name,yield
0,0.0,0.0,0.0,0.0,PFTU,1-Methylimidazole,n8,MeCN,0.08070000000000001
1,0.0,1.0,0.0,1.0,TCFH,Diisopropylethylamine,n4,DMF,0.0414
2,0.0,2.0,0.0,2.0,HATU,1-Methylimidazole,n3,MeCN,0.2052
3,0.0,3.0,0.0,3.0,PyBOP,1-Methylimidazole,n7,THF,0.1795
4,0.0,4.0,0.0,4.0,BOP-Cl,1-Methylimidazole,n5,MeCN,0.084
5,0.0,5.0,0.0,5.0,TFFH,1-Methylimidazole,n5,THF,0.07690000000000001
6,0.0,6.0,0.0,6.0,DPPCl,1-Methylimidazole,n10,MeCN,0.1348
7,0.0,7.0,0.0,7.0,HOTU,1-Methylimidazole,n8,DMF,0.011699999999999999
8,0.0,8.0,0.0,8.0,HATU,N-methylmorpholine,n5,DMF,0.0462
9,0.0,9.0,0.0,9.0,PyBOP,1-Methylimidazole,n10,THF,0.10099999999999999
10,0.0,10.0,0.0,10.0,DPPCl,Diisopropylethylamine,n6,MeCN,0.0151
11,0.0,11.0,0.0,11.0,BOP-Cl,N-methylmorpholine,n7,THF,0.6844
12,0.0,12.0,0.0,12.0,BOP-Cl,"2,6-Lutidine",n2,THF,0.0604
13,0.0,13.0,0.0,13.0,PFTU,Diisopropylethylamine,n6,DMF,0.032400000000000005
14,0.0,14.0,0.0,14.0,TFFH,Diisopropylethylamine,n7,THF,0.16449999999999998
15,0.0,15.0,0.0,15.0,TCFH,1-Methylimidazole,n6,MeCN,0.0246
16,0.0,16.0,0.0,16.0,HOTU,Diisopropylethylamine,n3,MeCN,0.1025
17,0.0,17.0,0.0,17.0,BOP-Cl,N-methylmorpholine,n2,DMF,0.0721
18,0.0,18.0,0.0,18.0,PyBOP,N-methylmorpholine,n8,MeCN,0.1672
19,0.0,19.0,0.0,19.0,HATU,Diisopropylethylamine,n9,THF,0.3427
20,0.0,20.0,0.0,20.0,TFFH,N-methylmorpholine,n10,THF,0.17579999999999998
21,0.0,21.0,0.0,21.0,HATU,1-Methylimidazole,n7,THF,0.0808
22,0.0,22.0,0.0,22.0,DPPCl,"2,6-Lutidine",n2,MeCN,0.5572
23,0.0,23.0,0.0,23.0,DPPCl,1-Methylimidazole,n8,MeCN,0.1993
24,0.0,24.0,0.0,24.0,HOTU,1-Methylimidazole,n9,DMF,0.25429999999999997
25,0.0,25.0,0.0,25.0,PFTU,"2,6-Lutidine",n1,THF,0.0018
26,0.0,26.0,0.0,26.0,DPPCl,N-methylmorpholine,n1,DMF,0.40130000000000005
27,0.0,27.0,0.0,27.0,BOP-Cl,"2,6-Lutidine",n1,DMF,0.4742
28,0.0,28.0,0.0,28.0,BOP-Cl,1-Methylimidazole,n2,MeCN,0.6058
29,0.0,29.0,0.0,29.0,BOP-Cl,N-methylmorpholine,n7,MeCN,0.7943000000000001
30,0.0,30.0,0.0,30.0,BOP-Cl,Diisopropylethylamine,n2,DMF,0.0318
31,0.0,31.0,0.0,31.0,TCFH,Diisopropylethylamine,n2,THF,0.1674
32,0.0,32.0,0.0,32.0,PyBOP,"2,6-Lutidine",n3,MeCN,0.0123
33,0.0,33.0,0.0,33.0,BOP-Cl,1-Methylimidazole,n4,THF,0.063
34,0.0,34.0,0.0,34.0,TFFH,1-Methylimidazole,n8,THF,0.18960000000000002
35,0.0,35.0,0.0,35.0,DPPCl,Diisopropylethylamine,n4,THF,0.059000000000000004
36,0.0,36.0,0.0,36.0,HOTU,1-Methylimidazole,n1,DMF,0.0281
37,0.0,37.0,0.0,37.0,HATU,"2,6-Lutidine",n2,DMF,0.6334000000000001
38,0.0,38.0,0.0,38.0,HATU,1-Methylimidazole,n8,THF,0.061399999999999996
39,0.0,39.0,0.0,39.0,BOP-Cl,Diisopropylethylamine,n5,MeCN,0.26489999999999997
40,0.0,40.0,0.0,40.0,TCFH,1-Methylimidazole,n4,THF,0.1311
41,0.0,41.0,0.0,41.0,TFFH,N-methylmorpholine,n1,MeCN,0.0858
42,0.0,42.0,0.0,42.0,HATU,N-methylmorpholine,n9,DMF,0.3122
43,0.0,43.0,0.0,43.0,DPPCl,"2,6-Lutidine",n10,DMF,0.0088
44,0.0,44.0,0.0,44.0,BOP-Cl,Diisopropylethylamine,n7,MeCN,0.6081
45,0.0,45.0,0.0,45.0,BOP-Cl,N-methylmorpholine,n5,THF,0.40549999999999997
